subscriber_id,product,region,acquisition_channel,start_date,contract_type,contract_end_date,bundle_depth,mrr,nps_score,status,churn_date,churn_reason,plan_change,propensity_score,tenure_months,tenure_cohort,last_interaction_date,days_to_churn,grace_period
SKY-00177,Sky Broadband,England,Online,2024-02-04,in-contract,2025-01-29,single,42.82,10,active,,,none,0.623,26,2-5yr,2025-10-16,,false
SKY-00178,NOW TV,England,Online,2025-02-03,rolling-monthly,,double,12.51,9,churned,2026-02-21,price,downgrade,0.785,12,1-2yr,2026-01-08,44,false
SKY-00179,Sky Glass/Sky Q,Scotland,Direct,2024-10-23,OOC,2025-07-05,single,50.37,5,churned,2025-11-02,price,none,0.867,13,1-2yr,2025-09-11,52,false
SKY-00180,Sky Glass/Sky Q,England,Direct,2025-06-19,in-contract,2027-06-09,triple,73.4,10,active,,,none,0.044,10,6-12m,2026-03-16,,false
SKY-00181,Sky Protect,England,Online,2025-11-25,in-contract,2026-11-20,triple,23.13,4,active,,,none,0.064,5,0-6m,2025-11-11,,false
SKY-00182,Sky Broadband,England,Retail,2024-02-11,in-contract,2026-01-31,double,55.58,0,churned,2024-03-06,not_using,none,0.861,1,0-6m,2023-12-21,76,false
SKY-00183,Sky Mobile,England,Retail,2025-05-02,OOC,2026-01-01,double,35.29,8,churned,2025-07-06,financial_hardship,none,0.819,2,0-6m,2025-06-24,12,false
SKY-00184,NOW TV,England,Online,2025-03-04,in-contract,2026-02-27,single,14.87,10,active,,,none,0.27,13,1-2yr,2026-03-19,,false
SKY-00185,Sky Sports,England,Direct,2025-05-11,in-contract,2026-05-06,triple,34.66,9,active,,,none,0.12,11,6-12m,2026-01-22,,false
SKY-00186,Sky Broadband,England,Online,2025-08-05,in-contract,2026-07-31,single,38.97,8,active,,,none,0.094,8,6-12m,2026-02-05,,false
SKY-00187,Sky Sports,England,Telesales,2024-01-15,OOC,2025-12-02,single,24.95,10,churned,2024-04-02,price,none,0.757,3,0-6m,2024-01-28,65,false
SKY-00188,Sky Glass/Sky Q,England,Telesales,2025-12-14,rolling-monthly,,single,44.62,9,churned,2025-12-25,found_better_deal,none,0.646,0,0-6m,2025-11-09,46,false
SKY-00189,Sky Mobile,England,Partner,2024-01-17,in-contract,2025-07-10,single,28.78,9,churned,2024-09-21,price,none,0.943,8,6-12m,2024-08-09,43,false
SKY-00190,Sky Sports,England,Telesales,2024-10-03,OOC,2025-05-06,single,28.57,10,churned,2024-10-24,found_better_deal,none,0.573,0,0-6m,2024-09-04,50,false
SKY-00191,Sky Mobile,England,Online,2025-01-10,in-contract,2026-12-31,double,36.59,10,active,,,none,0.149,15,1-2yr,2026-03-16,,false
SKY-00192,Sky Broadband,Scotland,Telesales,2024-03-23,in-contract,2025-03-18,single,53.7,4,active,,,none,0.395,25,2-5yr,2026-01-31,,false
SKY-00193,Sky Glass/Sky Q,England,Online,2024-05-09,in-contract,2025-10-31,single,50.57,1,active,,,downgrade,0.562,23,1-2yr,2026-02-04,,false
SKY-00194,Sky Cinema,England,Online,2025-09-14,OOC,2025-11-02,single,10.84,10,active,,,none,0.037,7,6-12m,2025-12-13,,false
SKY-00195,Sky Mobile,England,Online,2024-12-19,in-contract,2026-06-12,triple,22.92,9,active,,,none,0.073,16,1-2yr,2026-03-22,,false
SKY-00196,Sky Protect,England,Retail,2024-11-07,in-contract,2026-10-28,single,8.46,0,active,,,none,0.204,17,1-2yr,2026-01-22,,false
SKY-00197,Sky Mobile,England,Retail,2024-12-30,in-contract,2026-06-23,single,35.53,8,active,,,downgrade,0.051,16,1-2yr,2025-11-18,,false
SKY-00198,Sky Protect,England,Telesales,2024-04-26,in-contract,2025-04-21,single,10.23,0,churned,2025-11-04,financial_hardship,none,0.955,19,1-2yr,2025-10-08,27,false
SKY-00199,Sky Sports,Scotland,Online,2024-12-25,in-contract,2025-12-20,double,39.0,10,churned,2025-11-24,price,upgrade,0.644,11,6-12m,2025-09-20,65,false
SKY-00200,Sky Protect,England,Telesales,2025-08-26,in-contract,2027-08-16,triple,14.39,7,active,,,none,0.545,8,6-12m,2026-03-03,,false
SKY-00201,Sky Cinema,England,Direct,2024-11-15,OOC,2025-12-02,double,14.85,10,active,,,none,0.39,17,1-2yr,2025-10-19,,false
SKY-00202,Sky Cinema,England,Direct,2025-02-18,rolling-monthly,,single,11.47,8,churned,2025-06-24,price,none,0.58,4,0-6m,2025-03-29,87,false
SKY-00203,Sky Glass/Sky Q,NI,Telesales,2025-11-26,in-contract,2027-05-20,double,44.68,3,active,,,none,0.228,5,0-6m,2025-11-13,,false
SKY-00204,Sky Glass/Sky Q,Wales,Online,2025-03-16,rolling-monthly,,single,53.0,10,churned,2025-04-06,found_better_deal,none,0.929,1,0-6m,2025-02-26,39,false
SKY-00205,NOW TV,England,Telesales,2024-11-15,rolling-monthly,,single,6.09,9,churned,2025-09-02,price,none,0.711,10,6-12m,2025-06-19,75,false
SKY-00206,Sky Glass/Sky Q,England,Direct,2025-01-24,in-contract,2026-07-18,triple,66.92,2,active,,,none,0.058,15,1-2yr,2026-02-18,,false
SKY-00207,Sky Sports,England,Partner,2024-07-25,in-contract,2025-07-20,double,28.09,7,active,,,none,0.274,21,1-2yr,2025-10-23,,false
SKY-00208,Sky Glass/Sky Q,England,Telesales,2024-05-31,in-contract,2026-05-21,double,54.06,8,active,,,none,0.035,23,1-2yr,2025-11-18,,false
SKY-00209,Sky Mobile,England,Online,2025-09-06,in-contract,2027-02-28,single,32.53,8,active,,,none,0.106,7,6-12m,2026-03-04,,false
SKY-00210,Sky Mobile,England,Telesales,2024-09-09,rolling-monthly,,triple,56.04,7,churned,2024-11-20,price,none,0.875,2,0-6m,2024-11-13,7,false
SKY-00211,NOW TV,Scotland,Direct,2024-09-16,rolling-monthly,,single,14.58,7,churned,2024-10-28,price,none,0.745,1,0-6m,2024-10-26,2,false
SKY-00212,Sky Cinema,Wales,Retail,2024-11-04,in-contract,2025-10-30,single,18.59,5,active,,,none,0.079,17,1-2yr,2026-01-28,,false
SKY-00213,Sky Sports,England,Direct,2025-10-26,OOC,2025-10-03,single,28.48,4,active,,,none,0.102,6,6-12m,2026-03-27,,false
SKY-00214,Sky Glass/Sky Q,Wales,Direct,2025-10-03,in-contract,2026-09-28,triple,55.81,9,active,,,none,0.281,6,6-12m,2026-02-08,,false
SKY-00215,Sky Broadband,Wales,Retail,2024-09-29,in-contract,2026-03-23,single,37.94,6,active,,,none,0.352,19,1-2yr,2025-10-12,,false
SKY-00216,Sky Mobile,England,Retail,2024-02-12,OOC,2026-01-01,single,42.91,10,active,,,none,0.098,26,2-5yr,2025-11-03,,false
SKY-00217,Sky Broadband,England,Partner,2025-06-22,OOC,2025-09-03,triple,42.09,8,active,,,none,0.229,10,6-12m,2026-03-21,,false
SKY-00218,NOW TV,England,Telesales,2025-08-05,OOC,2025-05-06,single,12.98,10,churned,2025-10-09,price,none,0.975,2,0-6m,2025-08-18,52,false
SKY-00219,Sky Glass/Sky Q,England,Online,2025-02-01,OOC,2025-05-06,double,70.33,4,active,,,none,0.151,14,1-2yr,2025-11-26,,false
SKY-00220,Sky Sports,England,Telesales,2024-10-24,in-contract,2025-10-19,triple,30.85,5,active,,,none,0.16,18,1-2yr,2025-10-29,,false
SKY-00221,Sky Mobile,Scotland,Online,2025-07-01,in-contract,2026-12-23,single,20.15,8,active,,,none,0.325,9,6-12m,2026-03-26,,false
SKY-00222,Sky Broadband,England,Online,2024-09-04,in-contract,2026-08-25,triple,53.51,3,active,,,none,0.296,19,1-2yr,2025-12-01,,false
SKY-00223,Sky Glass/Sky Q,England,Retail,2024-12-21,in-contract,2026-06-14,single,46.52,5,active,,,none,0.074,16,1-2yr,2026-03-28,,false
SKY-00224,Sky Mobile,Scotland,Telesales,2024-06-11,in-contract,2026-06-01,single,16.91,8,active,,,none,0.069,22,1-2yr,2026-03-31,,false
SKY-00225,Sky Broadband,England,Telesales,2024-10-20,in-contract,2025-10-15,single,46.46,8,active,,,none,0.264,18,1-2yr,2026-01-14,,false
SKY-00226,NOW TV,England,Retail,2024-01-09,rolling-monthly,,triple,14.43,5,churned,2025-04-26,financial_hardship,none,0.664,15,1-2yr,2025-03-18,39,false
SKY-00227,NOW TV,England,Telesales,2024-03-02,rolling-monthly,,single,10.07,4,churned,2024-07-11,not_using,none,0.904,4,0-6m,2024-04-27,75,false
SKY-00228,Sky Sports,England,Retail,2025-11-12,in-contract,2027-11-02,single,21.59,9,active,,,none,0.078,5,0-6m,2025-12-06,,false
SKY-00229,Sky Glass/Sky Q,England,Telesales,2025-02-25,in-contract,2026-02-20,single,40.2,6,active,,,none,0.268,14,1-2yr,2026-03-02,,false
SKY-00230,Sky Sports,Scotland,Online,2025-01-13,OOC,2025-07-05,single,22.46,10,active,,,none,0.212,15,1-2yr,2026-01-08,,false
SKY-00231,Sky Glass/Sky Q,England,Direct,2025-02-23,in-contract,2026-08-17,single,36.83,9,active,,,none,0.055,14,1-2yr,2026-03-11,,false
SKY-00232,Sky Protect,England,Online,2025-08-26,in-contract,2026-08-21,single,11.07,0,active,,,none,0.053,8,6-12m,2026-01-15,,false
SKY-00233,Sky Cinema,England,Online,2024-11-27,in-contract,2025-11-22,single,12.4,9,active,,,none,0.158,17,1-2yr,2025-10-25,,false
SKY-00234,Sky Mobile,England,Online,2024-03-02,rolling-monthly,,single,32.94,10,churned,2025-10-16,price,none,0.554,19,1-2yr,2025-09-23,23,false
SKY-00235,Sky Cinema,England,Direct,2025-05-15,OOC,2025-05-06,double,17.7,10,churned,2026-03-24,price,none,0.674,10,6-12m,2026-02-06,46,false
SKY-00236,Sky Broadband,England,Direct,2024-11-06,rolling-monthly,,single,54.4,10,churned,2024-11-21,not_using,none,0.861,0,0-6m,2024-10-25,27,false
SKY-00237,Sky Glass/Sky Q,England,Retail,2025-02-09,in-contract,2026-08-03,double,62.97,9,active,,,none,0.475,14,1-2yr,2025-12-12,,false
SKY-00238,Sky Protect,NI,Online,2025-11-27,in-contract,2027-05-21,single,20.9,10,churned,2026-03-07,price,none,0.937,4,0-6m,2026-03-03,4,false
SKY-00239,NOW TV,England,Direct,2024-03-17,rolling-monthly,,single,8.29,2,churned,2024-04-14,not_using,none,0.811,1,0-6m,2024-01-24,81,false
SKY-00240,Sky Mobile,Scotland,Online,2025-04-29,in-contract,2026-10-21,double,45.6,8,active,,,none,0.109,12,1-2yr,2025-10-25,,false
SKY-00241,Sky Protect,England,Retail,2025-11-06,OOC,2025-09-03,single,15.28,9,active,,,none,0.547,5,0-6m,2025-11-01,,false
SKY-00242,Sky Protect,Scotland,Retail,2024-05-09,OOC,2025-10-03,single,21.51,8,active,,,upgrade,0.232,23,1-2yr,2025-10-26,,false
SKY-00243,Sky Mobile,England,Online,2025-04-10,rolling-monthly,,triple,38.84,10,churned,2026-01-01,price,none,0.563,9,6-12m,2025-12-17,15,false
SKY-00244,Sky Broadband,England,Online,2025-08-22,rolling-monthly,,single,54.26,5,active,,,none,0.085,8,6-12m,2026-03-04,,false
SKY-00245,Sky Mobile,Wales,Online,2024-09-02,in-contract,2026-02-24,double,49.71,10,active,,,none,0.351,19,1-2yr,2025-12-04,,false
SKY-00246,Sky Broadband,England,Telesales,2025-12-12,in-contract,2027-06-05,single,42.44,9,active,,,none,0.243,4,0-6m,2025-12-26,,false
SKY-00247,Sky Sports,England,Retail,2024-09-17,OOC,2026-01-31,single,24.23,6,churned,2024-09-25,moved,none,0.737,0,0-6m,2024-07-27,60,false
SKY-00248,Sky Cinema,England,Retail,2024-11-20,in-contract,2025-11-15,single,12.34,9,churned,2026-02-10,found_better_deal,none,0.703,15,1-2yr,2025-12-20,52,false
SKY-00249,Sky Cinema,England,Direct,2024-01-13,in-contract,2026-01-02,triple,25.36,10,active,,,none,0.101,27,2-5yr,2025-10-07,,false
SKY-00250,Sky Sports,England,Online,2024-03-12,rolling-monthly,,single,20.47,7,churned,2024-06-11,not_using,none,0.731,3,0-6m,2024-05-21,21,false
SKY-00251,Sky Glass/Sky Q,England,Telesales,2024-03-11,in-contract,2025-03-06,single,48.28,8,active,,,upgrade,0.145,25,2-5yr,2025-12-24,,false
SKY-00252,NOW TV,England,Telesales,2025-02-06,rolling-monthly,,single,13.86,5,churned,2025-05-24,not_using,none,0.646,3,0-6m,2025-03-21,64,false
SKY-00253,Sky Cinema,NI,Telesales,2025-01-12,in-contract,2026-01-07,single,17.8,8,churned,2025-03-01,price,none,0.856,2,0-6m,2024-12-31,60,false
SKY-00254,Sky Cinema,England,Telesales,2024-07-18,in-contract,2025-07-13,single,17.09,4,churned,2025-07-09,price,none,0.708,12,1-2yr,2025-06-11,28,true
SKY-00255,NOW TV,England,Direct,2024-08-09,rolling-monthly,,single,11.35,8,churned,2024-10-23,found_better_deal,none,0.573,2,0-6m,2024-10-22,1,false
SKY-00256,Sky Glass/Sky Q,England,Direct,2024-09-12,in-contract,2025-09-07,single,35.64,0,churned,2024-09-18,financial_hardship,none,0.578,0,0-6m,2024-09-05,13,false
SKY-00257,Sky Protect,England,Direct,2024-06-20,in-contract,2026-06-10,single,13.56,9,active,,,none,0.122,22,1-2yr,2025-10-20,,false
SKY-00258,NOW TV,England,Telesales,2024-01-14,rolling-monthly,,double,16.07,7,churned,2024-04-12,financial_hardship,none,0.639,3,0-6m,2024-02-23,49,false
SKY-00259,Sky Broadband,England,Online,2025-09-04,rolling-monthly,,single,51.32,4,churned,2025-11-26,not_using,none,0.835,2,0-6m,2025-10-20,37,false
SKY-00260,Sky Protect,England,Retail,2024-12-05,in-contract,2025-11-30,single,23.41,9,active,,,none,0.109,16,1-2yr,2026-01-22,,false
SKY-00261,Sky Protect,England,Online,2025-01-03,in-contract,2025-12-29,single,15.19,9,churned,2026-03-28,found_better_deal,none,0.869,14,1-2yr,2026-01-24,63,false
SKY-00262,Sky Cinema,Wales,Retail,2025-01-17,in-contract,2026-07-11,double,18.26,8,active,,,none,0.087,15,1-2yr,2025-10-29,,false
SKY-00263,Sky Sports,Wales,Retail,2024-01-13,in-contract,2025-01-07,double,38.89,8,active,,,upgrade,0.315,27,2-5yr,2026-02-11,,false
SKY-00264,Sky Mobile,NI,Retail,2025-03-27,OOC,2025-05-06,single,25.33,7,churned,2025-12-20,found_better_deal,upgrade,0.973,9,6-12m,2025-11-15,35,false
SKY-00265,Sky Cinema,England,Online,2025-03-15,in-contract,2027-03-05,triple,25.99,10,active,,,none,0.307,13,1-2yr,2025-10-20,,false
SKY-00266,Sky Protect,England,Direct,2024-02-16,rolling-monthly,,double,22.45,6,active,,,none,0.196,26,2-5yr,2026-02-03,,false
SKY-00267,Sky Sports,England,Direct,2025-10-21,in-contract,2027-10-11,double,30.7,9,active,,,none,0.049,6,6-12m,2026-03-03,,false
SKY-00268,Sky Sports,England,Retail,2025-01-24,OOC,2025-11-02,single,24.43,10,active,,,none,0.191,15,1-2yr,2025-12-26,,false
SKY-00269,Sky Glass/Sky Q,NI,Online,2024-08-03,rolling-monthly,,triple,57.2,10,active,,,none,0.208,20,1-2yr,2025-12-26,,false
SKY-00270,Sky Cinema,England,Online,2024-02-27,in-contract,2025-08-20,single,10.52,10,active,,,none,0.219,26,2-5yr,2025-11-03,,false
SKY-00271,Sky Sports,England,Direct,2024-05-07,OOC,2025-05-06,triple,19.91,9,active,,,downgrade,0.429,23,1-2yr,2026-02-05,,false
SKY-00272,Sky Broadband,England,Online,2025-01-02,in-contract,2026-12-23,double,31.31,6,active,,,none,0.112,15,1-2yr,2025-12-30,,false
SKY-00273,Sky Mobile,England,Online,2024-08-19,in-contract,2025-08-14,single,50.61,7,active,,,upgrade,0.204,20,1-2yr,2025-12-15,,false
SKY-00274,NOW TV,England,Telesales,2024-12-28,rolling-monthly,,single,7.76,8,churned,2025-08-24,price,none,0.591,8,6-12m,2025-06-11,74,false
SKY-00275,Sky Glass/Sky Q,England,Online,2025-05-19,rolling-monthly,,single,72.94,9,churned,2025-12-07,not_using,none,0.878,7,6-12m,2025-10-13,55,false
SKY-00276,NOW TV,England,Online,2025-11-08,rolling-monthly,,double,15.87,8,active,,,none,0.363,5,0-6m,2025-11-21,,false
SKY-00277,Sky Mobile,Wales,Telesales,2025-01-23,in-contract,2026-01-18,single,35.37,10,churned,2025-06-21,found_better_deal,none,0.646,5,0-6m,2025-05-12,40,false
SKY-00278,NOW TV,England,Retail,2025-04-19,rolling-monthly,,double,6.41,0,churned,2025-06-12,not_using,none,0.632,2,0-6m,2025-04-27,46,false
SKY-00279,Sky Glass/Sky Q,England,Telesales,2024-03-27,in-contract,2025-03-22,single,71.52,0,churned,2025-01-28,financial_hardship,none,0.599,10,6-12m,2024-12-22,37,false
SKY-00280,Sky Glass/Sky Q,England,Telesales,2024-12-05,rolling-monthly,,single,42.96,8,churned,2025-11-05,price,none,0.556,11,6-12m,2025-08-09,88,false
SKY-00281,Sky Broadband,England,Retail,2025-03-15,rolling-monthly,,double,43.73,7,active,,,none,0.394,13,1-2yr,2026-02-11,,false
SKY-00282,Sky Broadband,England,Direct,2024-04-03,rolling-monthly,,single,40.75,9,churned,2025-02-22,financial_hardship,none,0.643,10,6-12m,2024-12-23,61,false
SKY-00283,Sky Mobile,Scotland,Online,2024-07-08,in-contract,2025-12-30,single,24.13,3,churned,2024-07-25,financial_hardship,none,0.607,0,0-6m,2024-06-08,47,false
SKY-00284,NOW TV,England,Direct,2025-08-26,rolling-monthly,,single,11.5,6,churned,2025-10-24,moved,none,0.568,2,0-6m,2025-08-01,84,false
SKY-00285,Sky Protect,England,Direct,2024-04-11,in-contract,2026-04-01,double,17.2,8,active,,,upgrade,0.258,24,2-5yr,2026-01-16,,false
SKY-00286,NOW TV,England,Online,2024-08-17,in-contract,2025-08-12,single,9.05,10,active,,,downgrade,0.306,20,1-2yr,2025-10-21,,false
SKY-00287,Sky Sports,England,Retail,2024-08-13,in-contract,2025-08-08,double,31.84,10,active,,,none,0.055,20,1-2yr,2025-10-23,,false
SKY-00288,Sky Sports,England,Partner,2024-04-18,in-contract,2025-10-10,triple,24.73,4,churned,2025-03-08,price,none,0.738,11,6-12m,2025-02-17,19,false
SKY-00289,Sky Mobile,England,Online,2025-12-01,in-contract,2027-11-21,double,21.13,5,active,,,none,0.141,4,0-6m,2026-03-21,,false
SKY-00290,Sky Sports,England,Telesales,2024-12-08,OOC,2026-01-01,triple,34.12,9,active,,,none,0.143,16,1-2yr,2025-10-29,,false
SKY-00291,Sky Protect,England,Online,2025-10-31,rolling-monthly,,single,17.34,9,active,,,none,0.469,6,6-12m,2025-12-30,,false
SKY-00292,Sky Glass/Sky Q,England,Retail,2025-01-06,OOC,2026-01-31,single,48.97,10,active,,,none,0.263,15,1-2yr,2025-12-16,,false
SKY-00293,Sky Broadband,England,Telesales,2024-05-23,OOC,2025-08-04,single,35.12,10,churned,2024-12-27,found_better_deal,none,0.967,7,6-12m,2024-10-29,59,false
SKY-00294,Sky Sports,England,Online,2025-08-08,in-contract,2027-07-29,single,29.18,6,active,,,none,0.209,8,6-12m,2025-10-16,,false
SKY-00295,NOW TV,England,Telesales,2024-02-25,rolling-monthly,,double,7.99,4,churned,2024-02-27,price,none,0.674,0,0-6m,2023-12-19,70,false
SKY-00296,Sky Glass/Sky Q,England,Telesales,2024-11-12,in-contract,2025-11-07,double,41.73,6,active,,,none,0.053,17,1-2yr,2025-10-09,,false
SKY-00297,NOW TV,England,Direct,2025-05-28,rolling-monthly,,double,13.24,10,active,,,none,0.191,11,6-12m,2025-12-29,,false
SKY-00298,Sky Mobile,England,Online,2025-04-16,in-contract,2026-10-08,triple,49.26,8,active,,,none,0.373,12,1-2yr,2026-03-06,,false
SKY-00299,Sky Mobile,England,Telesales,2024-03-15,in-contract,2025-09-06,double,29.29,8,active,,,none,0.035,25,2-5yr,2026-01-15,,false
SKY-00300,Sky Broadband,England,Retail,2025-05-08,in-contract,2027-04-28,double,58.14,8,active,,,downgrade,0.143,11,6-12m,2026-01-24,,false
SKY-00301,Sky Sports,England,Partner,2024-05-08,OOC,2026-03-02,single,29.75,8,churned,2024-12-27,found_better_deal,none,0.683,7,6-12m,2024-11-17,40,false
SKY-00302,Sky Sports,England,Online,2025-05-26,OOC,2025-09-03,single,22.23,9,active,,,none,0.424,11,6-12m,2025-12-17,,false
SKY-00303,Sky Glass/Sky Q,England,Direct,2025-07-11,in-contract,2027-01-02,single,67.23,9,active,,,none,0.302,9,6-12m,2026-02-03,,false
SKY-00304,Sky Sports,England,Retail,2024-09-27,in-contract,2026-03-21,double,20.76,10,active,,,none,0.093,19,1-2yr,2025-10-25,,false
SKY-00305,NOW TV,England,Partner,2025-08-08,rolling-monthly,,double,7.26,8,active,,,none,0.441,8,6-12m,2025-10-23,,false
SKY-00306,Sky Glass/Sky Q,England,Telesales,2024-04-15,in-contract,2026-04-05,single,38.04,6,active,,,downgrade,0.129,24,2-5yr,2026-02-28,,false
SKY-00307,Sky Mobile,England,Online,2024-04-04,in-contract,2026-03-25,double,33.36,10,active,,,none,0.179,24,2-5yr,2025-10-07,,false
SKY-00308,Sky Glass/Sky Q,England,Online,2025-08-04,OOC,2025-07-05,single,46.34,6,active,,,none,0.241,8,6-12m,2025-11-26,,false
SKY-00309,Sky Cinema,England,Online,2024-05-02,in-contract,2025-04-27,double,18.3,6,churned,2024-05-02,moved,none,0.927,0,0-6m,2024-05-01,1,false
SKY-00310,Sky Cinema,England,Retail,2025-02-16,in-contract,2027-02-06,triple,16.2,9,active,,,upgrade,0.569,14,1-2yr,2025-12-28,,false
SKY-00311,Sky Protect,Scotland,Partner,2025-12-05,rolling-monthly,,single,21.34,4,active,,,none,0.079,4,0-6m,2026-02-23,,false
SKY-00312,Sky Protect,England,Retail,2025-02-27,OOC,2025-07-05,single,17.82,9,active,,,none,0.158,14,1-2yr,2026-01-12,,false
SKY-00313,NOW TV,England,Online,2025-05-31,OOC,2025-12-02,triple,11.52,8,active,,,none,0.219,11,6-12m,2025-11-12,,false
SKY-00314,Sky Glass/Sky Q,England,Online,2025-02-10,in-contract,2027-01-31,single,52.65,7,active,,,none,0.218,14,1-2yr,2025-10-06,,false
SKY-00315,Sky Mobile,England,Online,2024-07-27,in-contract,2026-01-18,double,27.19,0,churned,2025-08-12,not_using,none,0.807,13,1-2yr,2025-06-10,63,false
SKY-00316,Sky Protect,England,Online,2024-01-18,OOC,2025-12-02,single,10.84,5,churned,2024-09-12,price,none,0.697,8,6-12m,2024-07-07,67,false
SKY-00317,Sky Protect,England,Retail,2025-09-02,in-contract,2027-02-24,double,23.44,0,active,,,none,0.311,7,6-12m,2025-11-18,,false
SKY-00318,Sky Broadband,England,Direct,2024-12-05,in-contract,2026-05-29,triple,43.28,5,active,,,none,0.01,16,1-2yr,2025-11-24,,false
SKY-00319,NOW TV,Wales,Telesales,2024-03-29,rolling-monthly,,single,12.33,8,churned,2024-05-12,price,none,0.849,2,0-6m,2024-03-23,50,false
SKY-00320,Sky Cinema,England,Retail,2024-09-24,rolling-monthly,,double,13.49,8,churned,2026-01-25,found_better_deal,none,0.883,16,1-2yr,2025-11-07,79,false
SKY-00321,Sky Mobile,England,Telesales,2025-01-17,in-contract,2027-01-07,triple,53.73,2,active,,,none,0.054,15,1-2yr,2025-11-28,,false
SKY-00322,Sky Sports,England,Online,2024-01-01,in-contract,2024-12-26,single,20.97,4,churned,2024-01-17,found_better_deal,none,0.574,0,0-6m,2024-01-01,16,false
SKY-00323,Sky Mobile,England,Partner,2024-08-28,rolling-monthly,,single,39.65,9,churned,2025-10-15,price,none,0.721,14,1-2yr,2025-08-01,75,false
SKY-00324,Sky Mobile,England,Direct,2025-11-03,OOC,2025-10-03,triple,37.75,9,active,,,none,0.155,5,0-6m,2025-10-16,,false
SKY-00325,Sky Broadband,England,Direct,2024-12-13,in-contract,2025-12-08,single,47.88,7,active,,,none,0.496,16,1-2yr,2026-02-16,,false
SKY-00326,NOW TV,Scotland,Direct,2025-03-06,rolling-monthly,,single,7.5,1,churned,2025-07-06,found_better_deal,none,0.857,4,0-6m,2025-05-18,49,false
SKY-00327,Sky Broadband,NI,Telesales,2024-07-23,in-contract,2026-01-14,single,33.58,6,active,,,none,0.327,21,1-2yr,2026-01-27,,false
